ps_CourseCode,course_Name,grade_Level,department,course_Id
CY222Y0000,Computer Science Discoveries III,,CTE,590321
CY222Y0400,Computer Science Discoveries III,,CTE,590321
CY222Y0700,Computer Science Discoveries III,,CTE,590321
CY222Y0800,Computer Science Discoveries III,,CTE,590321
CY302Y0400,Minecraft Coding - Introductory,,CTE,
EY102Y0,Exploring Personal Characteristics,High School,CTE,
EY102Y0000,Exploring Personal Character and Careers,,CTE,590424
EY102Y0400,Exploring Personal Character and Careers,,CTE,590424
EY112Y0,Exploring Careers,High School,CTE,
EY112Y0000,Exploring Careers and Employment,,CTE,590425
EY112Y0400,Exploring Careers and Employment,,CTE,590425
FA312X0000,Apparel and Textile Production I,High School,CTE,
FA312X0800,Apparel and Textile Production I,High School,CTE,
FA322X0000,Apparel and Textile Production II,High School,CTE,
FA322X0800,Apparel and Textile Production II,High School,CTE,
FA325X0000,Apparel and Textile Production II Honors,High School,CTE,
FA325X0800,Apparel and Textile Production II Honors,High School,CTE,
FE602X0000,Parenting & Child Development,,CTE,
FH102X0000,Culinary Arts and Hospitality I,High School,CTE,
FH102X0800,Culinary Arts and Hospitality I,High School,CTE,
FH112X0000,Culinary Arts and Hospitality II App,High School,CTE,
FH112X0800,Culinary Arts and Hospitality II App,High School,CTE,
FH132X0000,Culinary Arts and Hospitality III,High School,CTE,
FH132X0800,Culinary Arts and Hospitality III,High School,CTE,
FH142X0000,Culinary Arts and Hospitality IV App,High School,CTE,
FH142X0800,Culinary Arts and Hospitality IV App,High School,CTE,
FI212X0000,Interior Design Fundamentals,,CTE,591523
FI222X0000,Interior Design Studio,,CTE,591524
FI225X0000,Interior Design Studio Honors,,CTE,591524
FI235X0000,Interior Design Technology Honors,,CTE,
FI512X0000,Interior Design I,High School,CTE,
FI512X0800,Interior Design I,High School,CTE,
FI522X0000,Interior Design II,High School,CTE,
FI522X0800,Interior Design II,High School,CTE,
FI525X0000,Honors Interior Design II,High School,CTE,
FI525X0800,Honors Interior Design II,High School,CTE,
FJ015X0000,CUL112 Nutrition for Foodservice,,CTE,
FJ025X0160,CUL160 Baking I,,CTE,
FL012X0800,Costume Design,High School,CTE,
FN412X0000,Food and Nutrition I,High School,CTE,
FN412X000V,Food and Nutrition I VPS,,CTE,
FN412X0800,Food and Nutrition I,High School,CTE,
FN422X0000,Food and Nutrition II,,CTE,
FN422X0800,Food and Nutrition II,,CTE,
HB112X0000,Biomedical Technology,High School,CTE,
HB112X0800,Biomedical Technology,High School,CTE,
HB115X0000,Biomedical Technology Honors,High School,CTE,
HB115X0800,Honors Biomedical Technology I,High School,CTE,
HH325X0000,Pharmacy Technician Honors,,CTE,
HJ015X0101,NAS101 Nursing Assistant I,,CTE,
HN425X0000,Nursing Fndmntls and Non-Practicum Hon,,CTE,
HN425X0800,Nursing Fndmntls and Non-Practicum Hon,,CTE,
HN435X0000,Nursing Fundamentals and Practicum Hon,,CTE,
HN435X0800,Nursing Fundamentals and Practicum Hon,,CTE,
HN43WX0000,Nursing Fundamentals and Practicum Hon,,CTE,
HN43WX0800,Nursing Fundamentals and Practicum Hon,,CTE,
HN442X0000,Fundamentals of Gerontology,,CTE,
HN442X0800,Fundamentals of Gerontology,,CTE,
HN445X0000,Fundamentals of Gerontology Honors,High School,CTE,
HN445X0800,Fundamentals of Gerontology Honors,High School,CTE,
HN452X0000,Public Health Fundamentals,,CTE,
HN452X0800,Public Health Fundamentals,,CTE,
HN455X0000,Public Health Fundamentals Honors,High School,CTE,
HN455X0800,Public Health Fundamentals Honors,High School,CTE,
HP705X0000,PLTW Principles of Biomedical Sci Hon,High School,CTE,
HP705X0800,PLTW Principles of Biomedical Sci Hon,High School,CTE,
HP715X0000,Honors PLTW Human Body Systems,High School,CTE,
HP715X0800,Honors PLTW Human Body Systems,High School,CTE,
HP725X0000,Honors PLTW Medical Intervention,High School,CTE,
HP725X0800,Honors PLTW Medical Intervention,High School,CTE,
HP735X0000,Honors PLTW Biomedical Innovations,High School,CTE,
HP735X0800,Honors PLTW Biomedical Innovations,High School,CTE,
HU102X0000,Foundations of Health Science,High School,CTE,
HU102X0800,Foundations of Health Science,High School,CTE,
HU402X0000,Health Science I,High School,CTE,
HU402X00XR,XR Health Science I,,CTE,
HU402X0800,Health Science I,High School,CTE,
HU422X0000,Health Science II,High School,CTE,
HU422X0800,Health Science II,High School,CTE,
IA312X0000,Intro to Adobe Applications,High School,CTE,590378
IA312X0400,Intro to Adobe Applications,,CTE,590378
IA312X0800,Intro to Adobe Applications,High School,CTE,590378
IA315X0000,Intro to Adobe Applications Honors,,CTE,590378
IA315X0800,Intro to Adobe Applications Honors,,CTE,590378
IC002X0000,Construction Core,High School,CTE,
IC002X0800,Construction Core,High School,CTE,
IC212X0000,Carpentry I,High School,CTE,
IC225X0000,Carpentry II Honors,High School,CTE,
IC235X0000,Carpentry III Honors,High School,CTE,
IC412X0000,Electrical Trades I,,CTE,
IC412X0800,Electrical Trades I,,CTE,
IC425X0000,Electrical Trades II Honors,,,
IC612X0000,Drafting I,,CTE,590501
IC612X0800,Drafting I,,CTE,590501
IC615X0000,Drafting I Honors,,,
IC615X0800,Drafting I Honors,,,
IC625X0000,Drafting II - Architectural Honors,High School,CTE,590500
IC625X0800,Drafting II - Architectural Honors,High School,CTE,590500
IC635X0000,Drafting III - Architectural Honors,,CTE,
IC635X0800,Drafting III - Architectural Honors,,CTE,
II115X0000,Cisco Network Engineering Tech I Honors,,CTE,
II115X0800,Cisco Network Engineering Tech I Honors,,CTE,
II125X0000,Cisco Network Engineering Tech II Honors,,CTE,
II125X0800,Cisco Network Engineering Tech II Honors,,CTE,
II215X0000,Computer Engineering Technology I Honors,,CTE,
II225X0000,Computer Engineering Technology II Hon,,CTE,
II225X0800,Computer Engineering Technology II Hon,,CTE,
II312X0000,Adobe Visual Design,High School,CTE,
II312X0800,Adobe Visual Design,High School,CTE,
II332X0000,Adobe Video Design,High School,CTE,
II412X0000,Adobe Visual Design I,,CTE,590383
II412X0800,Adobe Visual Design I,,CTE,590383
II432X0000,Adobe Digital Design,,CTE,
II432X0800,Adobe Digital Design,,CTE,
II452X0000,Adobe Video Design,,CTE,590379
II452X0800,Adobe Video Design,,CTE,590379
IJ015X0000,CJC112 Criminology,,CTE,
IJ015X0112,Art Appreciation,,CTE,
IJ025X0000,CJC113 Juvenile Justice,,CTE,
IJ035X0131,CJC131 Criminal Law,,CTE,
IJ045X0000,CSC249 Data Structure and Algorithms,,CTE,
IJ055X0000,CSC251 Advanced JAVA Programming,,CTE,
IL062X0000,Building Skills I,,CTE,
IL062X0800,Building Skills I,,CTE,
IL072X0000,Building Skills II,,CTE,
IL072X0800,Building Skills II,,CTE,
IL092X0900,Cosmetology I,High School,CTE,
IL102X0900,Cosmetology II,High School,CTE,
IL106X0900,Cosmetology II Lab,High School,CTE,
IL382X0000,Advanced Manufacturing I,,CTE,590498
IL382X0800,Advanced Manufacturing I,,CTE,590498
IL392X0000,Advanced Manufacturing II,,CTE,590499
IL392X0800,Advanced Manufacturing II,,CTE,590499
IM112X0000,Advanced Manufacturing I,High School,CTE,
IM112X0800,Advanced Manufacturing I,High School,CTE,
IM115X0000,Advanced Manufacturing I,,CTE,590498
IM115X0800,Advanced Manufacturing I,,CTE,590498
IM125X0000,Advanced Manufacturing II,,CTE,590499
IM125X0800,Advanced Manufacturing II,,CTE,590499
IM12WX0000,Advanced Manufacturing II,,CTE,590499
IM12WX0800,Advanced Manufacturing II,,CTE,590499
IP112X0000,Public Safety I,,CTE,
IP112X0800,Public Safety I,,CTE,
IP125X0000,Public Safety II Honors,,CTE,
IP125X0800,Public Safety II Honors,,CTE,
IP212X0000,Emergency Medical Technology I,,CTE,
IP212X0800,Emergency Medical Technology I,,CTE,
IP212X0900,Emergency Medical Technology I,,CTE,
IP225X0000,Emergency Medical Technology II Honors,,CTE,
IP225X0800,Emergency Medical Technology II Honors,,CTE,
IP225X0900,Emergency Medical Technology II Honors,,CTE,
IP22WX0000,Emergency Medical Technology II,,CTE,
IP22WX0800,Emergency Medical Technology II,,CTE,
IP312X0000,Firefighter Technology I,,CTE,
IP312X0800,Firefighter Technology I,,CTE,
IP31WX0000,Firefighter Technology I,,CTE,
IP31WX0800,Firefighter Technology I,,CTE,
IP322X0000,Firefighter Technology II,,CTE,
IP322X0800,Firefighter Technology II,,CTE,
IP32WX0000,Firefighter Technology II,,CTE,
IP32WX0800,Firefighter Technology II,,CTE,
IP335X0000,Firefighter Technology III Honors,,CTE,
IP335X0800,Firefighter Technology III Honors,,CTE,
IP412X0000,Law and Justice I,,CTE,
IP412X0800,Law and Justice I,,CTE,
IP425X0000,Law and Justice II Honors,,CTE,
IP425X0800,Law and Justice II Honors,,CTE,
IP512X0000,Emergency Management I,,CTE,
IP512X0800,Emergency Management I,,CTE,
IP525X0000,Emergency Management II Honors,,CTE,
IP525X0800,Emergency Management II Honors,,CTE,
IT112X0001,Automotive Service Fundamentals,High School,CTE,
IT112X0801,Automotive Service Fundamentals,High School,CTE,
IT162X0000,Automotive Service I,High School,CTE,
IT162X0800,Automotive Service I,High School,CTE,
IT165X0000,Automotive Service I Honors,High School,CTE,
IT165X0800,Automotive Service I Honors,High School,CTE,
IT172X0000,Automotive Service II,High School,CTE,
IT172X0800,Automotive Service II,High School,CTE,
IT175X0000,Automotive Service II Honors,High School,CTE,
IT175X0800,Automotive Service II Honors,High School,CTE,
IT182X0000,Automotive Service III,High School,CTE,
IT182X0800,Automotive Service III,High School,CTE,
IT185X0000,Automotive Service III Honors,High School,CTE,
IT185X0800,Automotive Service III Honors,High School,CTE,
IU102X0000,Intro to Trade and Industrial Education,,CTE,
IV225X0000,Drafting II - Engineering Honors,,CTE,
IV225X0800,Drafting II - Engineering Honors,,CTE,
IV235X0000,Drafting III - Engineering Honors,,CTE,
IV235X0800,Drafting III - Engineering Honors,,CTE,
IW845X0000,CJC111 Intro to Criminal Justice,,CTE,
IW895X0000,CJC121 Law Enforcement Operations,,CTE,
IW935X0000,CJC141 Corrections,,CTE,
IX645X0000,DFT170 Engineering Graphics,,CTE,
MA522X0000,Marketing Applications,High School,CTE,590387
MA522X0800,Marketing Applications,High School,CTE,590387
MA525X0000,Marketing Applications Honors,High School,CTE,590387
MA525X0800,Marketing Applications Honors,High School,CTE,590387
ME112X0000,Entrepreneurship I,High School,CTE,590618
ME112X000V,Entrepreneurship I VPS,,CTE,
ME112X00XR,XR Entrepreneurship I (BE/ME),,CTE,
ME112X0800,Entrepreneurship I,High School,CTE,590618
ME115X0000,Honors Entrepreneurship I,High School,CTE,590618
ME115X0800,Honors Entrepreneurship I,High School,CTE,590618
ME125X0000,Honors Entrepreneurship II,,CTE,590619
ME125X0800,Honors Entrepreneurship II,,CTE,590619
MH312X0000,Sports and Event Marketing I,High School,CTE,590390
MH312X00XR,XR Sports and Entertainment Marketing I,,CTE,
MH312X0800,Sports & Entertainment Mktg I,High School,CTE,590390
MH325X0000,Sports and Entertainment Mrkt II Hon,High School,CTE,590391
MH325X0800,Sports and Entertainment Mrkt II Hon,High School,CTE,590391
MH422X0000,Hospitality and Tourism,High School,CTE,590393
MH422X0800,Hospitality and Tourism,High School,CTE,590393
MH425X0000,Hospitality and Tourism Honors,High School,CTE,590393
MH425X0800,Hospitality and Tourism Honors,High School,CTE,590393
MI212X0000,Fashion Merchandising,High School,CTE,
MI212X0800,Fashion Merchandising,High School,CTE,
ML022X0000,International Marketing,High School,CTE,
ML022X0800,International Marketing,High School,CTE,
ML025X0000,Honors International Marketing,High School,CTE,
ML025X0800,Honors International Marketing,High School,CTE,
ML052X0000,Introduction to Salesforce CRM,High School,CTE,590394
ML052X0800,Introduction to Salesforce CRM,High School,CTE,590394
ML055X0000,Introduction to Salesforce CRM Honors,High School,CTE,590394
ML055X0800,Introduction to Salesforce CRM Honors,High School,CTE,590394
ML062X0000,Customer Relationship Management I,,CTE,590395
ML062X0800,Customer Relationship Management I,,CTE,590395
ML065X0000,Customer Relationship Management I Hon,,CTE,590395
ML065X0800,Customer Relationship Management I Hon,,CTE,590395
ML085X0000,Sport and Event Marketing III Hon,,,
ML085X0800,Sport and Event Marketing III Hon,,,
ML102X0000,Digital Marketing,,CTE,590690
ML102X0800,Digital Marketing,,CTE,590690
ML105X0000,Digital Marketing Honors,,CTE,590690
ML105X0800,Digital Marketing Honors,,,
MM512X0000,Marketing,High School,CTE,590386
MM512X000V,Marketing VPS,,CTE,
MM512X00XR,XR Marketing,,CTE,
MM512X0800,Marketing,High School,CTE,590386
MM515X0000,Honors Marketing,High School,CTE,590386
MM515X0800,Honors Marketing,High School,CTE,590386
TE112X0000,Technology Engineering and Design,,CTE,
TE112X0800,Technology Engineering and Design,,CTE,
TE122X0000,Technological Design,,CTE,
TE122X0800,Technological Design,,CTE,
TE125X0000,Technological Design Honors,,CTE,
TE125X0800,Technological Design Honors,,CTE,
TL512X0000,3D Modeling II,,CTE,
TL512X0800,3D Modeling II,,CTE,
TL515X0000,3D Modeling II Honors,,CTE,
TL515X0800,3D Modeling II Honors,,CTE,
TL522X0000,Unity 3D Programming II,,CTE,
TL522X0800,Unity 3D Programming II,,CTE,
TL525X0000,Unity 3D Programming II Honors,,CTE,
TL525X0800,Unity 3D Programming II Honors,,CTE,
TP012Y0400,PLTW GWTT: Design & Modeling,Middle School,CTE,
TP012Y0401,PLTW GWTT: Automation & Robotics,Middle School,CTE,
TP012Y0403,PLTW GWTT: Flight & Space,Middle School,CTE,
TP012Y0406,PLTW GWTT: Green Architecture,Middle School,CTE,
TP012Y0407,PLTW GWTT: Medical Detectives,Middle School,CTE,
TP012Y0408,PLTW GTT: App Creator,Middle School,CTE,
TP012Y0409,PLTW GTT: Computer Sci for Innovator,Middle School,CTE,
TP012Y0700,PLTW GWTT: Design & Modeling,Middle School,CTE,
TP012Y0701,PLTW GWTT: Automation & Robotics,High School,CTE,
TP012Y0703,PLTW GWTT: Flight & Space,High School,CTE,
TP012Y0707,PLTW GWTT: Medical Detectives,Middle School,CTE,
TP012Y0708,PLTW GTT: App Creator,Middle School,CTE,
TP012Y0800,PLTW GWTT: Design & Modeling,High School,CTE,
TP012Y0801,PLTW GWTT: Automation & Robotics,High School,CTE,
TP012Y0807,PLTW GWTT: Medical Detectives,High School,CTE,
TP117X0000,PLTW Intro to Engineering Design,High School,CTE,590505
TP117X0800,PLTW Intro to Engineering Design,High School,CTE,590505
TP127X0000,PLTW Principles of Engineering,High School,CTE,590506
TP127X0800,PLTW Principles of Engineering,High School,CTE,590506
TP217X0000,PLTW Digital Electronics,High School,CTE,590504
TP217X0800,PLTW Digital Electronics,High School,CTE,590504
TP227X0000,PLTW Computer Integrated Manufacturing,High School,CTE,590503
TP227X0800,PLTW Computer Integrated Manufacturing,High School,CTE,590503
TP237X0000,PLTW Civil Engineering and Architecture,High School,CTE,590502
TP237X0800,PLTW Civil Engineering and Architecture,High School,CTE,590502
TP277X0800,PLTW Environmental Sustainability,,CTE,
TP312X0000,PLTW Engineering Design and Development,,CTE,
TP312X0800,PLTW Engineering Design and Development,,CTE,
TP315X0000,PLTW Engineering Design and Dev Hon,,CTE,
TP315X0800,PLTW Engineering Design and Dev Hon,,CTE,
TS212X0000,Scientific & Tech Visual I,,CTE,
TS212X0800,Scientific & Tech Visual I,,CTE,
TS222X0000,Scientific and Tech Visualization II,,CTE,
TS225X0000,Honors Scientific & Tech Visual II,,CTE,
TS225X0800,Honors Scientific & Tech Visual II,,CTE,
TS242X0000,Digital Design and Animation I,High School,CTE,590326
TS242X0800,Digital Design & Animation I,High School,CTE,
TS245X0000,Digital Design and Animation I Honors,,CTE,590326
TS312X0000,Game Art and Design,,CTE,590327
TS312X0800,Game Art and Design,,CTE,590327
TS322X0000,Advanced Game Art and Design,,CTE,
TS322X0800,Advanced Game Art and Design,,CTE,
TV215X0000,SREB AC Energy and Power Foundations Hon,,,
TY202Y0000,PLTW Gateway: Design and Modeling,,CTE,590490
TY202Y0400,PLTW Gateway: Design and Modeling,,CTE,590490
TY202Y0700,PLTW Gateway: Design and Modeling,,CTE,590490
TY202Y0800,PLTW Gateway: Design and Modeling,,CTE,590490
TY212Y0000,PLTW Gateway: Automation and Robotics,,CTE,590489
TY212Y0400,PLTW Gateway: Automation and Robotics,,CTE,590489
TY212Y0700,PLTW Gateway: Automation and Robotics,,CTE,590489
TY212Y0800,PLTW Gateway: Automation and Robotics,,CTE,590489
TY222Y0400,PLTW Gateway: App Creators,,CTE,590322
TY222Y0700,PLTW Gateway: App Creators,,CTE,590322
TY222Y0800,PLTW Gateway: App Creators,,CTE,590322
TY232Y0400,PLTW Gateway Comp Sci Innovatrs and Mkrs,,CTE,590323
TY232Y0800,PLTW Gateway Comp Sci Innovatrs and Mkrs,,CTE,590323
TY242Y0000,PLTW Gateway: Energy and the Environment,,CTE,590491
TY242Y0400,PLTW Gateway: Energy and the Environment,,CTE,590491
TY252Y0000,PLTW Gateway: Flight and Space,,CTE,590492
TY252Y0400,PLTW Gateway: Flight and Space,,CTE,590492
TY252Y0700,PLTW Gateway: Flight and Space,,CTE,590492
TY252Y0800,PLTW Gateway: Flight and Space,,CTE,590492
TY262Y0400,PLTW Gateway: Science of Technology,,CTE,590495
TY262Y0700,PLTW Gateway: Science of Technology,,CTE,590495
TY272Y0000,PLTW Gateway: Magic of Electrons,,CTE,
TY272Y0400,PLTW Gateway: Magic of Electrons,,CTE,
TY272Y0700,PLTW Gateway: Magic of Electrons,,CTE,
TY282Y0000,PLTW Gateway: Green Architecture,,CTE,590493
TY282Y0400,PLTW Gateway: Green Architecture,,CTE,590493
TY282Y0700,PLTW Gateway: Green Architecture,,,
TY282Y0800,PLTW Gateway: Green Architecture,,CTE,590493
TY292Y0000,PLTW Gateway: Medical Detectives,,CTE,590448
TY292Y0400,PLTW Gateway: Medical Detectives,,CTE,590448
TY292Y0700,PLTW Gateway: Medical Detectives,,CTE,590448
TY292Y0800,PLTW Gateway: Medical Detectives,,CTE,590448
TY502Y0400,Exploring Carpentry Terms,,CTE,
WB012X0000,CTE Advanced Studies AGNR,High School,CTE,
WB012X0800,CTE Advanced Studies AGNR,High School,CTE,
WB015X0000,CTE Advanced Studies AGNR Honors,,CTE,
WB015X0800,CTE Advanced Studies AGNR Honors,High School,CTE,
WB032X0000,CTE Internship AGNR,,CTE,
WB032X0800,CTE Internship AGNR,,CTE,
WB035X0000,CTE Internship AGNR Honors,,CTE,
WB035X0800,CTE Internship AGNR Honors,,CTE,
WB052X0000,CTE Advanced Studies ARCH,,CTE,
WB052X0800,CTE Advanced Studies ARCH,,CTE,
WB055X0000,CTE Advanced Studies ARCH Honors,,CTE,
WB055X0800,CTE Advanced Studies ARCH Honors,,CTE,
WB072X0000,CTE Internship ARCH,,CTE,
WB072X0800,CTE Internship ARCH,,CTE,
WB075X0000,CTE Internship ARCH Honors,,CTE,
WB075X0800,CTE Internship ARCH Honors,,CTE,
WB092X0000,CTE Advanced Studies AAVC,,CTE,
WB092X0800,CTE Advanced Studies AAVC,,CTE,
WB095X0000,CTE Advanced Studies AAVC Honors,,CTE,
WB095X0800,CTE Advanced Studies AAVC Honors,,CTE,
WB112X0000,CTE Internship AAVC,,CTE,
WB112X0800,CTE Internship AAVC,,CTE,
WB115X0000,CTE Internship AAVC Honors,,CTE,
WB115X0800,CTE Internship AAVC Honors,,CTE,
WB132X0000,CTE Advanced Studies BMA,High School,CTE,
WB132X0800,CTE Advanced Studies BMA,High School,CTE,
WB135X0000,CTE Advanced Studies BMA Honors,,CTE,
WB135X0800,CTE Advanced Studies BMA Honors,,CTE,
WB152X0000,CTE Internship BMA,,CTE,
WB152X00S1,CTE Internship BMA S1,,CTE,
WB152X00S2,CTE Internship BMA S2,,CTE,
WB152X0800,CTE Internship BMA,,CTE,
WB155X0000,CTE Internship BMA Honors,,CTE,
WB155X0800,CTE Internship BMA Honors,,CTE,
WB172X0000,CTE Advanced Studies EDUC,,CTE,
WB172X0800,CTE Advanced Studies EDUC,,CTE,
WB175X0000,CTE Advanced Studies EDUC Honors,,CTE,
WB175X0800,CTE Advanced Studies EDUC Honors,,CTE,
WB192X0000,CTE Internship EDUC,,CTE,
WB192X0800,CTE Internship EDUC,,CTE,
WB195X0000,CTE Internship EDUC Honors,,CTE,
WB195X0800,CTE Internship EDUC Honors,,CTE,
WB212X0000,CTE Advanced Studies FINA,,CTE,
WB212X0800,CTE Advanced Studies FINA,,CTE,
WB215X0000,CTE Advanced Studies FINA Honors,,CTE,
WB215X0800,CTE Advanced Studies FINA Honors,,CTE,
WB232X0000,CTE Internship FINA,,CTE,
WB232X0800,CTE Internship FINA,,CTE,
WB235X0000,CTE Internship FINA Honors,,CTE,
WB235X0800,CTE Internship FINA Honors,,CTE,
WB252X0000,CTE Advanced Studies GOVT,,CTE,
WB252X0800,CTE Advanced Studies GOVT,,CTE,
WB255X0000,CTE Advanced Studies GOVT Honors,,CTE,
WB255X0800,CTE Advanced Studies GOVT Honors,,CTE,
WB272X0000,CTE Internship GOVT,,CTE,
WB272X0800,CTE Internship GOVT,,CTE,
WB275X0000,CTE Internship GOVT Honors,,CTE,
WB275X0800,CTE Internship GOVT Honors,,CTE,
WB292X0000,CTE Advanced Studies HLTH,,CTE,
WB292X0800,CTE Advanced Studies HLTH,,CTE,
WB295X0000,CTE Advanced Studies HLTH Honors,,CTE,
WB295X0800,CTE Advanced Studies HLTH Honors,,CTE,
WB312X0000,CTE Internship HLTH,,CTE,
WB312X0800,CTE Internship HLTH,,CTE,
WB315X0000,CTE Internship HLTH Honors,,CTE,
WB315X0800,CTE Internship HLTH Honors,,CTE,
WB332X0000,CTE Advanced Studies HOSP,,CTE,
WB332X0800,CTE Advanced Studies HOSP,,CTE,
WB335X0000,CTE Advanced Studies HOSP Honors,,CTE,
WB335X0800,CTE Advanced Studies HOSP Honors,,CTE,
WB352X0000,CTE Internship HOSP,,CTE,
WB352X0800,CTE Internship HOSP,,CTE,
WB355X0000,CTE Internship HOSP Honors,,CTE,
WB355X0800,CTE Internship HOSP Honors,,CTE,
WB372X0000,CTE Advanced Studies HUMA,,CTE,
WB372X0800,CTE Advanced Studies HUMA,,CTE,
WB375X0000,CTE Advanced Studies HUMA Honors,,CTE,
WB375X0800,CTE Advanced Studies HUMA Honors,,CTE,
WB392X0000,CTE Internship HUMA,,CTE,
WB392X0800,CTE Internship HUMA,,CTE,
WB395X0000,CTE Internship HUMA Honors,,CTE,
WB395X0800,CTE Internship HUMA Honors,,CTE,
WB412X0000,CTE Advanced Studies INFO,,CTE,
WB412X0800,CTE Advanced Studies INFO,,CTE,
WB415X0000,CTE Advanced Studies INFO Honors,,CTE,
WB415X0800,CTE Advanced Studies INFO Honors,,CTE,
WB432X0000,CTE Internship INFO,,CTE,
WB432X00S1,CTE Internship INFO S1,,CTE,
WB432X00S2,CTE Internship INFO S2,,CTE,
WB432X0800,CTE Internship INFO,,CTE,
WB435X0000,CTE Internship INFO Honors,,CTE,
WB435X0800,CTE Internship INFO Honors,,CTE,
WB452X0000,CTE Advanced Studies LAW,,CTE,
WB452X0800,CTE Advanced Studies LAW,,CTE,
WB455X0000,CTE Advanced Studies LAW Honors,,CTE,
WB455X0800,CTE Advanced Studies LAW Honors,,CTE,
WB472X0000,CTE Internship LAW,,CTE,
WB472X0800,CTE Internship LAW,,CTE,
WB475X0000,CTE Internship LAW Honors,,CTE,
WB475X0800,CTE Internship LAW Honors,,CTE,
WB492X0000,CTE Advanced Studies MANU,,CTE,
WB492X0800,CTE Advanced Studies MANU,,CTE,
WB495X0000,CTE Advanced Studies MANU Honors,,CTE,
WB495X0800,CTE Advanced Studies MANU Honors,,CTE,
WB512X0000,CTE Internship MANU,,CTE,
WB512X0800,CTE Internship MANU,,CTE,
WB515X0000,CTE Internship MANU Honors,,CTE,
WB515X0800,CTE Internship MANU Honors,,CTE,
WB532X0000,CTE Advanced Studies MRKT,,CTE,
WB532X0800,CTE Advanced Studies MRKT,,CTE,
WB535X0000,CTE Advanced Studies MRKT Honors,,CTE,
WB535X0800,CTE Advanced Studies MRKT Honors,,CTE,
WB552X0000,CTE Internship MRKT,,CTE,
WB552X0800,CTE Internship MRKT,,CTE,
WB572X0000,CTE Advanced Studies STEM,,CTE,
WB572X0800,CTE Advanced Studies STEM,,CTE,
WB575X0000,CTE Advanced Studies STEM Honors,,CTE,
WB575X0800,CTE Advanced Studies STEM Honors,,CTE,
WB592X0000,CTE Internship STEM,,CTE,
WB592X0800,CTE Internship STEM,,CTE,
WB595X0000,CTE Internship STEM Honors,,CTE,
WB595X0800,CTE Internship STEM Honors,,CTE,
WB612X0000,CTE Advanced Studies TRAN,High School,CTE,
WB612X0800,CTE Advanced Studies TRAN,High School,CTE,
WB615X0000,CTE Advanced Studies TRAN Honors,High School,CTE,
WB615X0800,CTE Advanced Studies TRAN Honors,High School,CTE,
WB632X0000,CTE Internship TRAN,,CTE,
WB632X0800,CTE Internship TRAN,,CTE,
WB635X0000,CTE Internship TRAN Honors,,CTE,
WB635X0800,CTE Internship TRAN Honors,,CTE,
WC012X0120,TRF120 Turfgrass Irrigation and Design,,CTE,
WC012X0124,HOR124 Nursery Operations,,CTE,
WC012X0134,HOR134 Greenhouse Operations,,CTE,
WC012X0142,HOR142 Fruit and Vegetable Prod,,CTE,
WC012X0150,HOR150 Introduction to Horticulture,,CTE,
WC012X0152,TRF152 Landscape Maintenance,,CTE,
WC012X0160,HOR160 Plant Materials I,,CTE,
WC012X0164,HOR164 Horticultural Pest Management,,CTE,
WC012X0166,HOR166 Soils & Fertilizers,,CTE,
WC012X0168,HOR168 Plant Propagation,,CTE,
WC022X0230,TRF230 Turfgrass Mgmt Apps,,CTE,
WC022X0257,HOR257 Arboriculture Practices,,CTE,
WC032X0110,AHR110 Intro to Refrigeration,,CTE,
WC032X0112,ARC112 Construction Materials & Methods,,CTE,
WC032X0113,AHR113 Comfort Cooling,,CTE,
WC032X0114,ELC114 Commercial Wiring,,CTE,
WC032X0115,CEG115 Intro to Tech & Sustainability,,CTE,
WC032X0116,ARC116 Architectural Design Studio I,,CTE,
WC032X0117,ELC117 Motors and Controls,,CTE,
WC032X0118,ELC118 National Electrical Code,,CTE,
WC032X0119,ELC119 NEC Calculations,,CTE,
WC032X011A,ARC111 Intro to Architectural Technology,,CTE,
WC032X011B,ARC114 Architectural CAD,,CTE,
WC032X011C,CAR110 Introduction to Carpentry,,CTE,
WC032X011E,ELC111 Introduction to Electricity,,CTE,
WC032X011G,ELC113 Residential Wiring,,CTE,
WC032X011H,HYD110 Hydraulic/Pneumatics I,,CTE,
WC032X011I,ELC115 Industrial Wiring,,CTE,
WC032X011L,ELC112 DC/AC Electricity,,CTE,
WC032X011N,NDE110 Intro to Nondestr Exam,,CTE,
WC032X011R,ARC113 Residential Architectural Technol,,CTE,
WC032X011S,SST110 Intro to Sustainability,,CTE,
WC032X011T,CST111 Construction I,,CTE,
WC032X011W,WOL110 Basic Construction Skills,,CTE,
WC032X0120,ALT120 Renewable Energy Tech,,CTE,
WC032X0125,DES125 Visual Presentation I,,CTE,
WC032X0128,ELC128 Intro to PLC,,CTE,
WC032X012C,CMT120 Codes and Inspections,,CTE,
WC032X012D,ELC125 Diagrams and Schematics,,CTE,
WC032X012E,SST120 Energy Use Analysis,,CTE,
WC032X012H,AHR112 Heating Technology,,CTE,
WC032X0130,DES130 Digital App and Interior Design,,CTE,
WC032X0131,ELC131 Circuit Analysis I,,CTE,
WC032X0132,ARC132 Specifications & Contracts,,CTE,
WC032X0133,ARC133 Construction Document Analysis,,CTE,
WC032X0135,DES135 Principles & Elements of Design,,CTE,
WC032X013E,ELC130 Advanced Motors and Controls,,CTE,
WC032X013H,AHR130 HVAC Controls,,CTE,
WC032X013M,SST130 Modeling Renewable Energy,,CTE,
